 V2+    0.4085 23.8526  0.6091  8.2456 -0.1676  0.0415  0.1496
 V3+    0.3598 19.3364  0.6632  7.6172 -0.3064  0.0296  0.2835
 V4+    0.3106 16.8160  0.7198  7.0487 -0.0521  0.3020  0.0221
 Cr0+   0.1135 45.1990  0.3481 19.4931  0.5477  7.3542 -0.0092
 Cr1+  -0.0977  0.0470  0.4544 26.0054  0.5579  7.4892  0.0831
 Cr2+   1.2024 -0.0055  0.4158 20.5475  0.6032  6.9560 -1.2218
 Cr3+  -0.3094  0.0274  0.3680 17.0355  0.6559  6.5236  0.2856
 Cr4+  -0.2320  0.0433  0.3101 14.9518  0.7182  6.1726  0.2042
 Mn0+   0.2438 24.9629  0.1472 15.6728  0.6189  6.5403 -0.0105
 Mn1+  -0.0138  0.4213  0.4231 24.6680  0.5905  6.6545 -0.0010
 Mn2+   0.4220 17.6840  0.5948  6.0050  0.0043 -0.6090 -0.0219
 Mn3+   0.4198 14.2829  0.6054  5.4689  0.9241 -0.0088 -0.9498
 Mn4+   0.3760 12.5661  0.6602  5.1329 -0.0372  0.5630  0.0011
 Fe0+   0.0706 35.0085  0.3589 15.3583  0.5819  5.5606 -0.0114
 Fe1+   0.1251 34.9633  0.3629 15.5144  0.5223  5.5914 -0.0105
 Fe2+   0.0263 34.9597  0.3668 15.9435  0.6188  5.5935 -0.0119
 Fe3+   0.3972 13.2442  0.6295  4.9034 -0.0314  0.3496  0.0044
 Fe4+   0.3782 11.3800  0.6556  4.5920 -0.0346  0.4833  0.0005
 Co0+   0.4139 16.1616  0.6013  4.7805 -0.1518  0.0210  0.1345
 Co1+   0.0990 33.1252  0.3645 15.1768  0.5470  5.0081 -0.0109
 Co2+   0.4332 14.3553  0.5857  4.6077 -0.0382  0.1338  0.0179
 Co3+   0.3902 12.5078  0.6324  4.4574 -0.1500  0.0343  0.1272
 Co4+   0.3515 10.7785  0.6778  4.2343 -0.0389  0.2409  0.0098
 Ni0+  -0.0172 35.7392  0.3174 14.2689  0.7136  4.5661 -0.0143
 Ni1+   0.0705 35.8561  0.3984 13.8042  0.5427  4.3965 -0.0118
 Ni2+   0.0163 35.8826  0.3916 13.2233  0.6052  4.3388 -0.0133
 Ni3+  -0.0134 35.8677  0.2678 12.3326  0.7614  4.2369 -0.0162
 Ni4+  -0.0090 35.8614  0.2776 11.7904  0.7474  4.2011 -0.0163
 Cu0+   0.0909 34.9838  0.4088 11.4432  0.5128  3.8248 -0.0124
 Cu1+   0.0749 34.9656  0.4147 11.7642  0.5238  3.8497 -0.0127
 Cu2+   0.0232 34.9686  0.4023 11.5640  0.5882  3.8428 -0.0137
 Cu3+   0.0031 34.9074  0.3582 10.9138  0.6531  3.8279 -0.0147
 Cu4+  -0.0132 30.6817  0.2801 11.1626  0.7490  3.8172 -0.0165
 Y0+    0.5915 67.6081  1.5123 17.9004 -1.1130 14.1359  0.0080
 Zr0+   0.4106 59.9961  1.0543 18.6476 -0.4751 10.5400  0.0106
 Zr1+   0.4532 59.5948  0.7834 21.4357 -0.2451  9.0360  0.0098
 Nb0+   0.3946 49.2297  1.3197 14.8216 -0.7269  9.6156  0.0129
 Nb1+   0.4572 49.9182  1.0274 15.7256 -0.4962  9.1573  0.0118
 Mo0+   0.1806 49.0568  1.2306 14.7859 -0.4268  6.9866  0.0171
 Mo1+   0.3500 48.0354  1.0305 15.0604 -0.3929  7.4790  0.0139
 Tc0+   0.1298 49.6611  1.1656 14.1307 -0.3134  5.5129  0.0195
 Tc1+   0.2674 48.9566  0.9569 15.1413 -0.2387  5.4578  0.0160
 Ru0+   0.1069 49.4238  1.1912 12.7417 -0.3176  4.9125  0.0213
 Ru1+   0.4410 33.3086  1.4775  9.5531 -0.9361  6.7220  0.0176
 Rh0+   0.0976 49.8825  1.1601 11.8307 -0.2789  4.1266  0.0234
 Rh1+   0.3342 29.7564  1.2209  9.4384 -0.5755  5.3320  0.0210
 Pd0+   0.2003 29.3633  1.1446  9.5993 -0.3689  4.0423  0.0251
 Pd1+   0.5033 24.5037  1.9982  6.9082 -1.5240  5.5133  0.0213
 Ce2+   0.2953 17.6846  0.2923  6.7329  0.4313  5.3827 -0.0194
 Nd2+   0.1645 25.0453  0.2522 11.9782  0.6012  4.9461 -0.0180
 Nd3+   0.0540 25.0293  0.3101 12.1020  0.6575  4.7223 -0.0216
 Sm2+   0.0909 25.2032  0.3037 11.8562  0.6250  4.2366 -0.0200
 Sm3+   0.0288 25.2068  0.2973 11.8311  0.6954  4.2117 -0.0213
 Eu2+   0.0755 25.2960  0.3001 11.5993  0.6438  4.0252 -0.0196
 Eu3+   0.0204 25.3078  0.3010 11.4744  0.7005  3.9420 -0.0220
 Gd2+   0.0636 25.3823  0.3033 11.2125  0.6528  3.7877 -0.0199
 Gd3+   0.0186 25.3867  0.2895 11.1421  0.7135  3.7520 -0.0217
 Tb2+   0.0547 25.5086  0.3171 10.5911  0.6490  3.5171 -0.0212
 Tb3+   0.0177 25.5095  0.2921 10.5769  0.7133  3.5122 -0.0231
 Dy2+   0.1308 18.3155  0.3118  7.6645  0.5795  3.1469 -0.0226
 Dy3+   0.1157 15.0732  0.3270  6.7991  0.5821  3.0202 -0.0249
 Ho2+   0.0995 18.1761  0.3305  7.8556  0.5921  2.9799 -0.0230
 Ho3+   0.0566 18.3176  0.3365  7.6880  0.6317  2.9427 -0.0248
 Er2+   0.1122 18.1223  0.3462  6.9106  0.5649  2.7614 -0.0235
 Er3+   0.0586 17.9802  0.3540  7.0964  0.6126  2.7482 -0.0251
 Tm2+   0.0983 18.3236  0.3380  6.9178  0.5875  2.6622 -0.0241
 Tm3+   0.0581 15.0922  0.2787  7.8015  0.6854  2.7931 -0.0224
 Yb2+   0.0855 18.5123  0.2943  7.3734  0.6412  2.6777 -0.0213
 Yb3+   0.0416 16.0949  0.2849  7.8341  0.6961  2.6725 -0.0229
 Pr3+   0.0504 24.9989  0.2572 12.0377  0.7142  5.0039 -0.0219
 U3+    0.5058 23.2882  1.3464  7.0028 -0.8724  4.8683  0.0192
 U4+    0.3291 23.5475  1.0836  8.4540 -0.4340  4.1196  0.0214
 U5+    0.3650 19.8038  3.2199  6.2818 -2.6077  5.3010  0.0233
 Np3+   0.5157 20.8654  2.2784  5.8930 -1.8163  4.8457  0.0211
 Np4+   0.4206 19.8046  2.8004  5.9783 -2.2436  4.9848  0.0228
 Np5+   0.3692 18.1900  3.1510  5.8500 -2.5446  4.9164  0.0248
 Np6+   0.2929 17.5611  3.4866  5.7847 -2.8066  4.8707  0.0267
 Pu3+   0.3840 16.6793  3.1049  5.4210 -2.5148  4.5512  0.0263
 Pu4+   0.4934 16.8355  1.6394  5.6384 -1.1581  4.1399  0.0248
 Pu5+   0.3888 16.5592  2.0362  5.6567 -1.4515  4.2552  0.0267
 Pu6+   0.3172 16.0507  3.4654  5.3507 -2.8102  4.5133  0.0281
 Am2+   0.4743 21.7761  1.5800  5.6902 -1.0779  4.1451  0.0218
 Am3+   0.4239 19.5739  1.4573  5.8722 -0.9052  3.9682  0.0238
 Am4+   0.3737 17.8625  1.3521  6.0426 -0.7514  3.7199  0.0258
 Am5+   0.2956 17.3725  1.4525  6.0734 -0.7755  3.6619  0.0277
 Am6+   0.2302 16.9533  1.4864  6.1159 -0.7457  3.5426  0.0294
 Am7+   0.3601 12.7299  1.9640  5.1203 -1.3560  3.7142  0.0316

loop_
_atom_type_scat_symbol
_atom_type_scat_neutron_magnetic_j2_A1
_atom_type_scat_neutron_magnetic_j2_a2
_atom_type_scat_neutron_magnetic_j2_B1
_atom_type_scat_neutron_magnetic_j2_b2
_atom_type_scat_neutron_magnetic_j2_C1
_atom_type_scat_neutron_magnetic_j2_c2
_atom_type_scat_neutron_magnetic_j2_D
 Sc0+  10.8172 54.3270  4.7353 14.8471  0.6071  4.2180  0.0011
 Sc1+   8.5021 34.2851  3.2116 10.9940  0.4244  3.6055  0.0009
 Sc2+   4.3683 28.6544  3.7231 10.8233  0.6074  3.6678  0.0014
 Ti0+   4.3583 36.0556  3.8230 11.1328  0.6855  3.4692  0.0020
 Ti1+   6.1567 27.2754  2.6833  8.9827  0.4070  3.0524  0.0011
 Ti2+   4.3107 18.3484  2.0960  6.7970  0.2984  2.5476  0.0007
 Ti3+   3.3717 14.4441  1.8258  5.7126  0.2470  2.2654  0.0005
 V0+    3.8099 21.3471  2.3295  7.4089  0.4333  2.6324  0.0015
 V1+    4.7474 23.3226  2.3609  7.8082  0.4105  2.7063  0.0014
 V2+    3.4386 16.5303  1.9638  6.1415  0.2997  2.2669  0.0009
 V3+    2.3005 14.6821  2.0364  6.1304  0.4099  2.3815  0.0014
 V4+    1.8377 12.2668  1.8247  5.4578  0.3979  2.2483  0.0012
 V0+    3.8989 20.4087  2.2151  7.0842  0.3921  2.5401  0.0014
 Cr0+   3.4085 20.1267  2.1006  6.8020  0.4266  2.3941  0.0019
 Cr1+   3.7768 20.3456  2.1028  6.8926  0.4010  2.4114  0.0017
 Cr2+   2.6422 16.0598  1.9198  6.2531  0.4446  2.3715  0.0020
 Cr3+   1.6262 15.0656  2.0618  6.2842  0.5281  2.3680  0.0023
 Cr4+   1.0293 13.9498  1.9933  6.0593  0.5974  2.3457  0.0027
 Mn0+   2.6681 16.0601  1.7561  5.6396  0.3675  2.0488  0.0017
 Mn1+   3.2953 18.6950  1.8792  6.2403  0.3927  2.2006  0.0022
 Mn2+   2.0515 15.5561  1.8841  6.0625  0.4787  2.2323  0.0027
 Mn3+   1.2427 14.9966  1.9567  6.1181  0.5732  2.2577  0.0031
 Mn4+   0.7879 13.8857  1.8717  5.7433  0.5981  2.1818  0.0034
 Fe0+   1.9405 18.4733  1.9566  6.3234  0.5166  2.1607  0.0036
 Fe1+   2.6290 18.6598  1.8704  6.3313  0.4690  2.1628  0.0031
 Fe2+   1.6490 16.5593  1.9064  6.1325  0.5206  2.1370  0.0035
 Fe3+   1.3602 11.9976  1.5188  5.0025  0.4705  1.9914  0.0038
 Fe4+   1.5582  8.2750  1.1863  3.2794  0.1366  1.1068 -0.0022
 Co0+   1.9678 14.1699  1.4911  4.9475  0.3844  1.7973  0.0027
 Co1+   2.4097 16.1608  1.5780  5.4604  0.4095  1.9141  0.0031
 Co2+   1.9049 11.6444  1.3159  4.3574  0.3146  1.6453  0.0017
 Co3+   1.7058  8.8595  1.1409  3.3086  0.1474  1.0899 -0.0025
 Co4+   1.3110  8.0252  1.1551  3.1792  0.1608  1.1301 -0.0011
 Ni0+   1.0302 12.2521  1.4669  4.7453  0.4521  1.7437  0.0036
 Ni1+   2.1040 14.8655  1.4302  5.0714  0.4031  1.7784  0.0034
 Ni2+   1.7080 11.0160  1.2147  4.1031  0.3150  1.5334  0.0018
 Ni3+   1.1612  7.7000  1.0027  3.2628  0.2719  1.3780  0.0025
 Ni4+   1.1612  7.7000  1.0027  3.2628  0.2719  1.3780  0.0025
 Cu0+   1.9182 14.4904  1.3329  4.7301  0.3842  1.6394  0.0035
 Cu1+   1.8814 13.4333  1.2809  4.5446  0.3646  1.6022  0.0033
 Cu2+   1.5189 10.4779  1.1512  3.8132  0.2918  1.3979  0.0017
 Cu3+   1.2797  8.4502  1.0315  3.2796  0.2401  1.2498  0.0015
 Cu4+   0.9568  7.4481  0.9099  3.3964  0.3729  1.4936  0.0049
 Y0+   14.4084 44.6577  5.1045 14.9043 -0.0535  3.3189  0.0028
 Zr0+  10.1378 35.3372  4.7734 12.5453 -0.0489  2.6721  0.0036
 Zr1+  11.8722 34.9200  4.0502 12.1266 -0.0632  2.8278  0.0034
 Nb0+   7.4796 33.1789  5.0884 11.5708 -0.0281  1.5635  0.0047
 Nb1+   8.7735 33.2848  4.6556 11.6046 -0.0268  1.5389  0.0044
 Mo0+   5.1180 23.4217  4.1809  9.2080 -0.0505  1.7434  0.0053
 Mo1+   7.2367 28.1282  4.0705  9.9228 -0.0317  1.4552  0.0049
 Tc0+   4.2441 21.3974  3.9439  8.3753 -0.0371  1.1870  0.0066
 Tc1+   6.4056 24.8243  3.5400  8.6112 -0.0366  1.4846  0.0044
 Ru0+   3.7445 18.6128  3.4749  7.4201 -0.0363  1.0068  0.0073
 Ru1+   5.2826 23.6832  3.5813  8.1521 -0.0257  0.4255  0.0131
 Rh0+   3.3651 17.3444  3.2121  6.8041 -0.0350  0.5031  0.0146
 Rh1+   4.0260 18.9497  3.1663  6.9998 -0.0296  0.4862  0.0127
 Pd0+   3.3105 14.7265  2.6332  5.8618 -0.0437  1.1303  0.0053
 Pd1+   4.2749 17.9002  2.7021  6.3541 -0.0258  0.6999  0.0071
 Ce2+   0.9809 18.0630  1.8413  7.7688  0.9905  2.8452  0.0120
 Nd2+   1.4530 18.3398  1.6196  7.2854  0.8752  2.6224  0.0126
 Nd3+   0.6751 18.3421  1.6272  7.2600  0.9644  2.6016  0.0150
 Sm2+   1.0360 18.4249  1.4769  7.0321  0.8810  2.4367  0.0152
 Sm3+   0.4707 18.4301  1.4261  7.0336  0.9574  2.4387  0.0182
 Eu2+   0.8970 18.4429  1.3769  7.0054  0.9060  2.4213  0.0190
 Eu3+   0.3985 18.4514  1.3307  6.9556  0.9603  2.3780  0.0197
 Gd2+   0.7756 18.4695  1.3124  6.8990  0.8956  2.3383  0.0199
 Gd3+   0.3347 18.4758  1.2465  6.8767  0.9537  2.3184  0.0217
 Tb2+   0.6688 18.4909  1.2487  6.8219  0.8888  2.2751  0.0215
 Tb3+   0.2892 18.4973  1.1678  6.7972  0.9437  2.2573  0.0232
 Dy2+   0.5917 18.5114  1.1828  6.7465  0.8801  2.2141  0.0229
 Dy3+   0.2523 18.5172  1.0914  6.7362  0.9345  2.2082  0.0250
 Ho2+   0.5094 18.5155  1.1234  6.7060  0.8727  2.1589  0.0242
 Ho3+   0.2188 18.5157  1.0240  6.7070  0.9251  2.1614  0.0268
 Er2+   0.4693 18.5278  1.0545  6.6493  0.8679  2.1201  0.0261
 Er3+   0.1710 18.5337  0.9879  6.6246  0.9044  2.1004  0.0278
 Tm2+   0.4198 18.5417  0.9959  6.6002  0.8593  2.0818  0.0284
 Tm3+   0.1760 18.5417  0.9105  6.5787  0.8970  2.0622  0.0294
 Yb2+   0.3852 18.5497  0.9415  6.5507  0.8492  2.0425  0.0301
 Yb3+   0.1570 18.5553  0.8484  6.5403  0.8880  2.0367  0.0318
 Pr3+    0.8734 18.9876  1.5594  6.0872  0.8142  2.4150  0.0111
 U3+    4.1582 16.5336  2.4675  5.9516 -0.0252  0.7646  0.0057
 U4+    3.7449 13.8944  2.6453  4.8634 -0.5218  3.1919  0.0009
 U5+    3.0724 12.5460  2.3076  5.2314 -0.0644  1.4738  0.0035
 Np3+   3.7170 15.1333  2.3216  5.5025 -0.0275  0.7996  0.0052
 Np4+   2.9203 14.6463  2.5979  5.5592 -0.0301  0.3669  0.0141
 Np5+   2.3308 13.6540  2.7219  5.4935 -0.1357  0.0493  0.1224
 Np6+   1.8245 13.1803  2.8508  5.4068 -0.1579  0.0444  0.1438
 Pu3+   2.0885 12.8712  2.5961  5.1896 -0.1465  0.0393  0.1343
 Pu4+   2.7244 12.9262  2.3387  5.1633 -0.1300  0.0457  0.1177
 Pu5+   2.1409 12.8319  2.5664  5.1522 -0.1338  0.0457  0.1210
 Pu6+   1.7262 12.3240  2.6652  5.0662 -0.1695  0.0406  0.1550
 Am2+   3.5237 15.9545  2.2855  5.1946 -0.0142  0.5853  0.0033
 Am3+   2.8622 14.7328  2.4099  5.1439 -0.1326  0.0309  0.1233
 Am4+   2.4141 12.9478  2.3687  4.9447 -0.2490  0.0215  0.2371
 Am5+   2.0109 12.0534  2.4155  4.8358 -0.2264  0.0275  0.2128
 Am6+   1.6778 11.3372  2.4531  4.7247 -0.2043  0.0337  0.1892
 Am7+   1.8845  9.1606  2.0746  4.0422 -0.1318  1.7227  0.0020

loop_
_atom_type_scat_symbol
_atom_type_scat_neutron_magnetic_j4_A1
_atom_type_scat_neutron_magnetic_j4_a2
_atom_type_scat_neutron_magnetic_j4_B1
_atom_type_scat_neutron_magnetic_j4_b2
_atom_type_scat_neutron_magnetic_j4_C1
_atom_type_scat_neutron_magnetic_j4_c2
_atom_type_scat_neutron_magnetic_j4_D
 Sc0+   1.3420 10.2000  0.3837  3.0786  0.0468  0.1178 -0.0328
 Sc1+   7.1167 15.4872 -6.6671 18.2692  0.4900  2.9917  0.0047
 Sc2+  -1.6684 15.6475  1.7742  9.0624  0.4075  2.4116  0.0042
 Ti0+  -2.1515 11.2705  2.5149  8.8590  0.3555  2.1491  0.0045
 Ti1+  -1.0383 16.1899  1.4699  8.9239  0.3631  2.2834  0.0044
 Ti2+  -1.3242 15.3096  1.2042  7.8994  0.3976  2.1562  0.0051
 Ti3+  -1.1117 14.6349  0.7689  6.9267  0.4385  2.0886  0.0060
 V0+   -0.9633 15.2729  0.9274  7.7315  0.3891  2.0530  0.0063
 V1+   -0.9606 15.5451  1.1278  8.1182  0.3653  2.0973  0.0056
 V2+   -1.1729 14.9732  0.9092  7.6131  0.4105  2.0391  0.0067
 V3+   -0.9417 14.2045  0.5284  6.6071  0.4411  1.9672  0.0076
 V4+   -0.7654 13.0970  0.3071  5.6739  0.4476  1.8707  0.0081
 Cr0+  -0.6670 19.6128  0.5342  6.4779  0.3641  1.9045  0.0073
 Cr1+  -0.8309 18.0428  0.7252  7.5313  0.3828  2.0032  0.0073
 Cr2+  -0.8930 15.6641  0.5590  7.0333  0.4093  1.9237  0.0081
 Cr3+  -0.7327 14.0727  0.3268  5.6741  0.4114  1.8101  0.0085
 Cr4+  -0.6748 12.9462  0.1805  6.7527  0.4526  1.7999  0.0098
 Mn0+  -0.5452 15.4713  0.4406  4.9024  0.2884  1.5430  0.0059
 Mn1+  -0.7947 17.8673  0.6078  7.7044  0.3798  1.9045  0.0087
 Mn2+  -0.7416 15.2555  0.3831  6.4693  0.3935  1.7997  0.0093
 Mn3+  -0.6603 13.6066  0.2322  6.2175  0.4104  1.7404  0.0101
 Mn4+  -0.5127 13.4613  0.0313  7.7631  0.4282  1.7006  0.0113
 Fe0+  -0.5029 19.6768  0.2999  3.7762  0.2576  1.4241  0.0071
 Fe1+  -0.5109 19.2501  0.3896  4.8913  0.2810  1.5265  0.0069
 Fe2+  -0.5401 17.2268  0.2865  3.7422  0.2658  1.4238  0.0076
 Fe3+  -0.5507 11.4929  0.2153  4.9063  0.3468  1.5230  0.0095
 Fe4+  -0.5352  9.5068  0.1783  5.1750  0.3584  1.4689  0.0097
 Co0+  -0.4221 14.1952  0.2900  3.9786  0.2469  1.2859  0.0063
 Co1+  -0.4115 14.5615  0.3580  4.7170  0.2644  1.4183  0.0074
 Co2+  -0.4759 14.0462  0.2747  3.7306  0.2458  1.2504  0.0057
 Co3+  -0.4466 13.3912  0.1419  3.0110  0.2773  1.3351  0.0093
 Co4+  -0.4091 13.1937 -0.0194  3.4169  0.3534  1.4214  0.0112
 Ni0+  -0.4428 14.4850  0.0870  3.2345  0.2932  1.3305  0.0096
 Ni1+  -0.3836 13.4246  0.3116  4.4619  0.2471  1.3088  0.0079
 Ni2+  -0.3803 10.4033  0.2838  3.3780  0.2108  1.1036  0.0050
 Ni3+  -0.3715  8.9516  0.1211  2.9399  0.2526  1.1049  0.0061
 Ni4+  -0.3509  8.1572  0.2220  2.1063  0.1567  0.9253  0.0065
 Cu0+  -0.3204 15.1324  0.2335  4.0205  0.2312  1.1957  0.0068
 Cu1+  -0.3572 15.1251  0.2336  3.9662  0.2315  1.1967  0.0070
 Cu2+  -0.3914 14.7400  0.1275  3.3840  0.2548  1.2552  0.0103
 Cu3+  -0.3671 14.0816 -0.0078  3.3149  0.3154  1.3767  0.0132
 Cu4+  -0.2915 14.1243 -0.1065  4.2008  0.3247  1.3516  0.0148
 Y0+   -8.0767 32.2014  7.9197 25.1563  1.4067  6.8268 -0.0001
 Zr0+  -5.2697 32.8680  4.1930 24.1833  1.5202  6.0481 -0.0002
 Zr1+  -5.6384 33.6071  4.6729 22.3383  1.3258  5.9245 -0.0003
 Nb0+  -3.1377 25.5948  2.3411 16.5686  1.2304  4.9903 -0.0005
 Nb1+  -3.3598 25.8202  2.8297 16.4273  1.1203  4.9824 -0.0005
 Mo0+  -2.8860 20.5717  1.8130 14.6281  1.1899  4.2638 -0.0008
 Mo1+  -3.2618 25.4862  2.3596 16.4622  1.1164  4.4913 -0.0007
 Tc0+  -2.7975 20.1589  1.6520 16.2609  1.1726  3.9427 -0.0008
 Tc1+  -2.0470 19.6830  1.6306 11.5925  0.8698  3.7689 -0.0010
 Ru0+  -1.5042 17.9489  0.6027  9.9608  0.9700  3.3927 -0.0010
 Ru1+  -1.6278 18.5063  1.1828 10.1886  0.8138  3.4180 -0.0009
 Rh0+  -1.3492 17.5766  0.4527 10.5066  0.9285  3.1555 -0.0009
 Rh1+  -1.4673 17.9572  0.7381  9.9444  0.8485  3.1263 -0.0012
 Pd0+  -1.1955 17.6282  0.3183 11.3094  0.8696  2.9089 -0.0006
 Pd1+  -1.4098 17.7650  0.7927  9.9991  0.7710  2.9297 -0.0006
 Ce2+  -0.6468 10.5331  0.4052  5.6243  0.3412  1.5346  0.0080
 Nd2+  -0.5744 10.9304  0.4210  6.1052  0.3124  1.4654  0.0081
 Nd2+  -0.5416 12.2043  0.3571  6.1695  0.3154  1.4847  0.0098
 Nd3+  -0.4053 14.0141  0.0329  7.0046  0.3759  1.7074  0.0209
 Sm2+  -0.4150 14.0570  0.1368  7.0317  0.3272  1.5825  0.0192
 Sm3+  -0.4288 10.0525  0.1782  5.0191  0.2833  1.2364  0.0088
 Eu2+  -0.4145 10.1930  0.2447  5.1644  0.2661  1.2054  0.0065
 Eu3+  -0.4095 10.2113  0.1485  5.1755  0.2720  1.2374  0.0131
 Gd2+  -0.3824 10.3436  0.1955  5.3057  0.2622  1.2032  0.0097
 Gd3+  -0.3621 10.3531  0.1016  5.3104  0.2649  1.2185  0.0147
 Tb2+  -0.3443 10.4686  0.1481  5.4156  0.2575  1.1824  0.0104
 Tb3+  -0.3228 10.4763  0.0638  5.4189  0.2566  1.1962  0.0159
 Dy2+  -0.3206 12.0714  0.0904  8.0264  0.2616  1.2296  0.0143
 Dy3+  -0.2829  9.5247  0.0565  4.4292  0.2437  1.0665  0.0092
 Ho2+  -0.2976  9.7190  0.1224  4.6345  0.2279  1.0052  0.0063
 Ho3+  -0.2717  9.7313  0.0474  4.6378  0.2292  1.0473  0.0124
 Er2+  -0.2975  9.8294  0.1189  4.7406  0.2116  1.0039  0.0117
 Er3+  -0.2568  9.8339  0.0356  4.7415  0.2172  1.0281  0.0148
 Tm2+  -0.2677  9.8883  0.0925  4.7838  0.2056  0.9896  0.0124
 Tm3+  -0.2292  9.8948  0.0124  4.7850  0.2108  1.0071  0.0151
 Yb2+  -0.2393  9.9469  0.0663  4.8231  0.2009  0.9651  0.0122
 Yb3+  -0.2121  8.1967  0.0325  3.1533  0.1975  0.8842  0.0093
 Pr3+  -0.3970 10.9919  0.0818  5.9897  0.3656  1.5021  0.0110
 U3+   -0.9859 16.6010  0.6116  6.5147  0.6020  2.5970 -0.0010
 U4+   -1.0540 16.6055  0.4339  6.5119  0.6746  2.5993 -0.0011
 U5+   -0.9588 16.4851  0.1576  6.4397  0.7785  2.6402 -0.0010
 Np3+  -0.9029 16.5858  0.4006  6.4699  0.6545  2.5631 -0.0004
 Np4+  -0.9887 12.4415  0.5918  5.2941  0.5306  2.2625 -0.0021
 Np5+  -0.8146 16.5809 -0.0055  6.4751  0.7956  2.5623 -0.0004
 Np6+  -0.6738 16.5531 -0.2297  6.5055  0.8513  2.5528 -0.0003
 Pu3+  -0.7014 16.3687 -0.1162  6.6971  0.7778  2.4502  0.0000
 Pu4+  -0.9160 12.2027  0.4891  5.1274  0.5290  2.1487 -0.0022
 Pu5+  -0.7035 16.3601 -0.0979  6.7057  0.7726  2.4475  0.0000
 Pu6+  -0.5560 16.3215 -0.3046  6.7685  0.8146  2.4259  0.0001
 Am2+  -0.7433 16.4163  0.3481  6.7884  0.6014  2.3465  0.0000
 Am3+  -0.8092 12.8542  0.4161  5.4592  0.5476  2.1721 -0.0011
 Am4+  -0.8548 12.2257  0.3037  5.9087  0.6173  2.1881 -0.0016
 Am5+  -0.6538 15.4625 -0.0948  5.9971  0.7295  2.2968  0.0000
 Am6+  -0.5390 15.4491 -0.2689  6.0169  0.7711  2.2970  0.0002
 Am7+  -0.4688 12.0193 -0.2692  7.0415  0.7297  2.1638 -0.0011


loop_
_atom_type_scat_symbol
_atom_type_scat_neutron_magnetic_j6_A1
_atom_type_scat_neutron_magnetic_j6_a2
_atom_type_scat_neutron_magnetic_j6_B1
_atom_type_scat_neutron_magnetic_j6_b2
_atom_type_scat_neutron_magnetic_j6_C1
_atom_type_scat_neutron_magnetic_j6_c2
_atom_type_scat_neutron_magnetic_j6_D
 Ce2+  -0.1212  7.9940 -0.0639  4.0244  0.1519  1.0957  0.0078
 Nd2+  -0.1600  8.0086  0.0272  4.0284  0.1104  1.0682  0.0139
 Nd3+  -0.0416  8.0136 -0.1261  4.0399  0.1400  1.0873  0.0102
 Sm2+  -0.1428  6.0407  0.0723  2.0329  0.0550  0.5134  0.0081
 Sm3+  -0.0944  6.0299 -0.0498  2.0743  0.1372  0.6451 -0.0132
 Eu2+  -0.1252  6.0485  0.0507  2.0852  0.0572  0.6460  0.0132
 Eu3+  -0.0817  6.0389 -0.0596  2.1198  0.1243  0.7639 -0.0001
 Gd2+  -0.1351  5.0298  0.0828  2.0248  0.0315  0.5034  0.0187
